Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
28O4QR1TELuXdcnVw9Q6Kt,"0TcYeHEK9sBtv7xPbKhzHz","Tubthumping - Radio Edit","Birthday Party","Chumbawamba",2019-08-02,213226,53,spotify:user:gianvitot,2020-02-02T15:25:56Z,"anarcho-punk",0.583,0.943,11,-7.78,0,0.066,0.0273,0,0.231,0.684,103.819,4
7zkLpY72g6lKQbiHDqri1S,"2Kx7MNY7cI1ENniW7vT30N","Sunrise","Feels Like Home","Norah Jones",2004-01-01,200626,73,spotify:user:gianvitot,2020-02-02T15:28:37Z,"adult standards,contemporary vocal jazz,jazz pop,neo mellow,vocal jazz",0.526,0.299,8,-13.797,1,0.031,0.941,0.097,0.106,0.679,156.848,4
25IiYDzpCGCFA1KhnyMFZv,"7mWCSSOYqm4E9mB7V4ot6S","Se tu non torni","Sotto Il Segno Di Caino","Miguel Bosé",1995-01-09,284066,31,spotify:user:gianvitot,2020-02-02T15:31:04Z,"latin,latin pop,mexican pop,rock en espanol,spanish pop",0.767,0.345,6,-11.804,1,0.0321,0.605,0.0843,0.111,0.187,121.953,4
6PypGyiu0Y2lCDBN1XZEnP,"4KWTAlx2RvbpseOGMEmROg","Everybody Hurts","Automatic For The People","R.E.M.",1992-10-05,320266,76,spotify:user:gianvitot,2020-02-02T15:33:06Z,"alternative rock,athens indie,classic rock,permanent wave,pop rock,rock",0.467,0.324,2,-10.451,1,0.0255,0.615,0.0248,0.118,0.166,94.301,3
1vxw6aYJls2oq3gW0DujAo,"5SbkVQYYzlw1kte75QIabH","Crazy","St. Elsewhere","Gnarls Barkley",2006-04-24,177466,77,spotify:user:gianvitot,2020-02-02T15:33:25Z,"atl hip hop,neo soul",0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,4
0BV7ICRTzqR0VnXwnOS4ZR,"1X9iZlQXfAAx4Vvmlqeao7","Estate","Mentre tutto scorre (Deluxe Version)","Negramaro",2005,178226,0,spotify:user:gianvitot,2020-02-02T15:36:03Z,"classic italian pop,italian adult pop,italian pop",0.537,0.809,9,-4.848,1,0.0435,0.318,0,0.0685,0.578,179.762,4
3qiyyUfYe7CRYLucrPmulD,"67ea9eGLXYMsO2eYQRui3w","Baba O'Riley","Who's Next","The Who",1971-08-14,300400,78,spotify:user:gianvitot,2020-02-02T15:38:28Z,"album rock,art rock,blues rock,british invasion,classic rock,folk rock,hard rock,mellow gold,rock,roots rock",0.489,0.724,5,-8.367,1,0.0352,0.313,0.185,0.287,0.15,117.292,4
4KFM3A5QF2IMcc6nHsu3Wp,"0Ty63ceoRnnJKVEYP0VQpk","Englishman In New York","...Nothing Like The Sun","Sting",1987-01-01,267266,73,spotify:user:gianvitot,2020-02-02T15:42:46Z,"permanent wave,soft rock,sophisti-pop",0.674,0.347,9,-17.707,1,0.0364,0.396,0.0000105,0.0916,0.647,102.013,4
4fXGWiVhlOLdhwRDP6pIFG,"0jRqFvRKCDryHOgrgFqsKG","Lemon Tree","Dish Of The Day","Fools Garden",1995-01-01,191026,78,spotify:user:gianvitot,2020-02-02T15:43:50Z,"german pop rock",0.663,0.475,1,-8.834,1,0.0417,0.643,0,0.122,0.644,143.175,4
0zRtBDhwtIFTfoK2HuURbM,"0uUNzXylqsZdmFDwdxaP1V","Raindrops Keep Fallin' On My Head","Raindrops Keep Fallin' On My Head","B.J. Thomas",2005,184493,59,spotify:user:gianvitot,2020-02-02T15:44:50Z,"adult standards,brill building pop,bubblegum pop,classic country pop,folk,folk rock,mellow gold,soft rock",0.519,0.446,5,-9.287,1,0.0388,0.813,0.000124,0.11,0.654,104.962,4
3Lk7RWStfLaHG7lXsuS87j,"1XkoF8ryArs86LZvFOkbyr,51Blml2LZPmy7TTiAg47vQ","One","The Breakthrough","Mary J. Blige,U2",2005-01-01,260466,63,spotify:user:gianvitot,2020-02-02T15:46:17Z,"dance pop,hip pop,neo soul,r&b,urban contemporary,irish rock,permanent wave,rock",0.344,0.874,0,-3.161,1,0.0777,0.0841,0,0.129,0.269,185.888,4
2bYLru2w0NKtCDiFPgALFE,"3HL1CyOnDLFJo1Rr8YBlKy","Se telefonando","Studio Uno '66","Mina",1966,182480,54,spotify:user:gianvitot,2020-02-02T15:48:30Z,"classic italian pop,italian adult pop,ye ye",0.277,0.51,6,-7.7,1,0.0371,0.694,0.000291,0.0877,0.364,113.618,4
0TDLuuLlV54CkRRUOahJb4,"1Cs0zKBU1kc0i8ypK3B9ai,5WUlDfRSoLAfcVSX1WnrxN","Titanium (feat. Sia)","Nothing but the Beat (Ultimate Edition)","David Guetta,Sia",2012-12-07,245040,80,spotify:user:gianvitot,2020-02-02T15:50:19Z,"big room,dance pop,edm,pop,pop dance,australian dance,australian pop",0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,4
0QKfiqpEU4h9ycPSzIFwYe,"771qBvjnXOH9Azr6lKy6FB","Maniac","Flashdance (Original Soundtrack From The Motion Picture)","Michael Sembello",1983-04-11,244706,76,spotify:user:gianvitot,2020-02-02T15:50:36Z,"hi-nrg",0.617,0.533,3,-11.516,0,0.0651,0.0891,0.00000404,0.0415,0.835,158.86,4
4h8VwCb1MTGoLKueQ1WgbD,"1vCWHaC5f2uS3yhpwWbIA6","Wake Me Up","True","Avicii",2013-09-13,247426,28,spotify:user:gianvitot,2020-02-02T15:50:57Z,"dance pop,edm,pop,pop dance",0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4
1FHNctV68GUNLgXclG2DtR,"6xeFne1rkxMhKSW3ipvkdV","Dancing in the Moonlight","Dancing In The Moonlight: The Best Of Toploader","Toploader",2009-04-22,233373,70,spotify:user:gianvitot,2020-02-02T15:51:35Z,"british alternative rock",0.639,0.845,0,-3.333,0,0.0372,0.0528,0,0.336,0.871,119.48,4
66S14BkJDxgkYxLl5DCqOz,"1A92IAcd7A6npCA33oGM5i","I'm Gonna Be (500 Miles)","Finest","The Proclaimers",2003-09-01,219466,75,spotify:user:gianvitot,2020-02-02T15:52:46Z,"celtic rock,scottish rock",0.851,0.551,4,-5.177,1,0.0396,0.151,0,0.0827,0.807,131.922,4
3cfOd4CMv2snFaKAnMdnvK,"2iEvnFsWxR0Syqu2JNopAd","All Star","Astro Lounge","Smash Mouth",1999-06-08,200373,80,spotify:user:gianvitot,2020-02-02T15:53:26Z,"alternative rock,pop rock",0.731,0.867,11,-5.881,1,0.032,0.0395,0,0.0861,0.776,104.019,4
1CtKHwDqsH3ctcCCI18N0g,"1cHFz6lrt7KAsBV8j2Ny1g","Everybody Needs Somebody to Love","The Blues Brothers Original Motion Picture Soundtrack","The Blues Brothers",1980,203453,62,spotify:user:gianvitot,2020-02-02T15:59:50Z,"blues,blues rock",0.492,0.928,5,-4.037,1,0.071,0.61,0.00259,0.368,0.92,194.078,4
3ZffCQKLFLUvYM59XKLbVm,"7oPftvlwr6VrsViSDV7fJY","Wake Me up When September Ends","American Idiot","Green Day",2004-09-21,285653,77,spotify:user:gianvitot,2020-02-02T16:00:24Z,"permanent wave,pop punk,punk",0.546,0.814,7,-5.146,1,0.0314,0.023,0,0.0972,0.146,104.98,4
3NLrRZoMF0Lx6zTlYqeIo4,"2RTUTCvo6onsAnheUk3aL9","Here Without You","Away From The Sun","3 Doors Down",2002-11-12,238733,76,spotify:user:gianvitot,2020-02-02T16:00:57Z,"alternative metal,nu metal,pop rock,post-grunge",0.557,0.533,10,-6.817,0,0.0252,0.0492,0,0.205,0.233,143.994,4
77loZpT5Y5PRP1S451P9Yz,"2MqhkhX4npxDZ62ObR5ELO","The Reason","The Reason (15th Anniversary Deluxe)","Hoobastank",2003-12-09,232800,81,spotify:user:gianvitot,2020-02-02T16:01:19Z,"alternative metal,funk metal,nu metal,pop rock,post-grunge",0.472,0.671,4,-4.649,1,0.029,0.0129,0,0.159,0.0681,82.952,4
1ibeKVCiXORhvUpMmtsQWq,"0qT79UgT5tY4yudH9VfsdT","Pieces","Chuck","Sum 41",2004-10-12,182040,67,spotify:user:gianvitot,2020-02-02T16:01:55Z,"alternative metal,canadian pop punk,canadian punk,nu metal,pop punk,punk",0.457,0.83,5,-5.262,1,0.0321,0.00682,0.00337,0.166,0.602,99.93,4
6RX5iL93VZ5fKmyvNXvF1r,"6vWDO969PvNqNYHIOW5v0m","Irreplaceable","B'Day Deluxe Edition","Beyoncé",2007-05-29,227853,73,spotify:user:gianvitot,2020-02-02T16:02:49Z,"dance pop,pop,pop dance,post-teen pop,r&b",0.447,0.694,7,-4.637,0,0.382,0.0293,0.00000546,0.167,0.509,175.868,4
6b2oQwSGFkzsMtQruIWm2p,"4Z8W4fKeB5YxbusRsdQVPb","Creep","Pablo Honey","Radiohead",1993-02-22,238640,42,spotify:user:gianvitot,2020-02-02T16:03:13Z,"alternative rock,art rock,melancholia,oxford indie,permanent wave,rock",0.515,0.43,7,-9.935,1,0.0369,0.0102,0.000141,0.129,0.104,91.841,4
2IZZqH4K02UIYg5EohpNHF,"7t0rwkOPGlDPEhaOcVtOt9","Zombie","No Need To Argue","The Cranberries",1994-10-03,306426,81,spotify:user:gianvitot,2020-02-02T16:03:55Z,"irish rock,pop rock",0.307,0.635,7,-8.957,1,0.0339,0.0154,0.00483,0.366,0.304,166.973,4
3i2BVheWF3DueqfFKPuhOW,"1Ij5ZIGlPTkoZibay58zHe,55MjPTH13fQhPPIuOeSLFv","Domani (feat. Paola Folli)","Così Com' è","Articolo 31,Paola Folli",1996-05-14,306626,51,spotify:user:gianvitot,2020-02-02T16:04:43Z,"italian adult pop,italian hip hop,italian underground hip hop",0.783,0.538,6,-7.286,1,0.106,0.101,0,0.102,0.763,95.046,4
13Xckcuw0bUlY2skp5uMlJ,"7582dstv99hhZhryUNCn3u","Piu' Forte Delle Bombe","Anima E Ghiaccio","Colle Der Fomento",2012-02-01,258853,41,spotify:user:gianvitot,2020-02-02T16:05:45Z,"italian hip hop,italian underground hip hop",0.699,0.862,6,-6.606,1,0.193,0.00908,0,0.213,0.756,101.995,4
0gPQTLaqHDgdupKEok7J2x,"2JyWXPbkqI5ZJa3gwqVa0c","7 Days","Born to Do It","Craig David",2000-08-14,235133,71,spotify:user:gianvitot,2020-02-02T16:05:58Z,"british soul,dance pop,pop rap,r&b,urban contemporary",0.659,0.812,4,-7.499,0,0.0487,0.23,0,0.0951,0.888,83.014,4
39qYD4J4BKvZMQgxfXl5bv,"2m62cc253Xvd9qYQ8d2X3d","Eye In The Sky","Eye In The Sky (Expanded Edition)","The Alan Parsons Project",1982,276280,71,spotify:user:gianvitot,2020-02-02T16:13:57Z,"album rock,art rock,classic rock,mellow gold,progressive rock,soft rock,symphonic rock",0.823,0.417,2,-12.643,1,0.032,0.562,0.00098,0.0765,0.522,111.928,4
0bLRXQaWzmSXRXPmP6JnEF,"6tbjWDEIzxoDsBA1FuhfPW","Don't Cry for Me Argentina","Evita: The Complete Motion Picture Music Soundtrack","Madonna",1996-10-25,331466,56,spotify:user:gianvitot,2020-02-02T16:16:39Z,"dance pop,pop",0.217,0.146,11,-13.9,1,0.0373,0.901,0.00000449,0.222,0.0847,75.922,4
2hKdd3qO7cWr2Jo0Bcs0MA,"3FUY2gzHeIiaesXtOAdB7A","Drops of Jupiter (Tell Me)","Drops Of Jupiter","Train",2001-03-27,259933,79,spotify:user:gianvitot,2020-02-23T16:54:48Z,"dance pop,neo mellow,pop,pop rock",0.481,0.638,0,-5.862,1,0.0276,0.153,0,0.154,0.497,79.064,4
4iVVU8DyQvOVsKafv3KWIF,"7z2avKuuiMAT4XZJFv8Rvh","Leave a Light On","What a Time To Be Alive","Tom Walker",2019-03-01,185863,67,spotify:user:gianvitot,2020-02-23T16:55:49Z,"indie anthem-folk,indie cafe pop,pop,uk pop",0.585,0.625,5,-5.94,1,0.109,0.0146,0.0000018,0.131,0.28,68.68,4
7xq4NAM0ukz7QqK0cBqpzt,"6GI52t8N5F02MxU0g5U69P,32zks9ovi0IExzUd1C7W6o","Just Feel Better (feat. Steven Tyler)","Ultimate Santana","Santana,Steven Tyler",2007-09-25,252306,51,spotify:user:gianvitot,2020-02-23T16:56:29Z,"blues rock,classic rock,mexican classic rock,rock,modern country rock",0.436,0.869,0,-3.156,0,0.0457,0.0777,0,0.0895,0.456,160.334,4
1qCQTy0fTXerET4x8VHyr9,"19eLuQmk9aCobbVDHc6eek","What A Wonderful World","What A Wonderful World","Louis Armstrong",1968,137520,74,spotify:user:gianvitot,2020-02-23T16:56:48Z,"adult standards,dixieland,harlem renaissance,jazz trumpet,new orleans jazz,soul,swing,vocal jazz",0.399,0.258,5,-16.028,1,0.033,0.792,0.00000186,0.128,0.192,108.174,3
3ibKnFDaa3GhpPGlOUj7ff,"20s0P9QLxGqKuCsGwFsp7w","Let Me Love You","Let Me Love You","Mario",2004-09-21,256733,76,spotify:user:gianvitot,2020-02-23T16:57:32Z,"dance pop,hip pop,pop,pop r&b,r&b,urban contemporary",0.656,0.578,7,-8.97,0,0.0922,0.235,0,0.118,0.556,94.514,4
5Nm9ERjJZ5oyfXZTECKmRt,"2wY79sveU1sp5g7SokKOiI","Stay With Me","In The Lonely Hour","Sam Smith",2014-05-26,172723,83,spotify:user:gianvitot,2020-02-23T16:58:34Z,"dance pop,pop,post-teen pop,uk pop",0.418,0.42,0,-6.444,1,0.0414,0.588,0.0000639,0.11,0.184,84.094,4
0ARK753YaiJbpLUk7z5yIM,"2gBjLmx6zQnFGQJCAQpRgw,3AuMNF8rQAKOzjYppFNAoB","Dilemma","Nellyville","Nelly,Kelly Rowland",2002-06-25,289160,79,spotify:user:gianvitot,2020-02-23T16:58:57Z,"dance pop,hip hop,pop rap,rap,southern hip hop,st louis rap,urban contemporary,atl hip hop,hip pop,neo soul,pop,pop r&b,post-teen pop,r&b",0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,4
2igwFfvr1OAGX9SKDCPBwO,"3nFkdlSjzX9mRTtwJOzDYB,3DiDSECUqqY1AuBP8qtaIa","Empire State Of Mind","The Blueprint 3","JAY-Z,Alicia Keys",2009-09-08,276920,81,spotify:user:gianvitot,2020-02-23T16:59:27Z,"east coast hip hop,hip hop,pop rap,rap,hip pop,neo soul,pop,r&b,urban contemporary",0.491,0.956,11,-1.538,1,0.392,0.0295,0,0.46,0.811,173.585,4
3p7cBuKJZptTsumpOxOxo9,"05JkDGFMHqlIz0GPjLh2p3","Almeno tu nell'universo - Original Version","Martini Mia...","Mia Martini",2011-07-08,306076,55,spotify:user:gianvitot,2020-02-23T17:00:53Z,"classic italian pop,italian adult pop",0.393,0.205,6,-14.465,1,0.0313,0.804,0.00000672,0.0638,0.0804,129.251,4
2ZwcnFDvQueNemTt89qCom,"2QWrpLRDeBD1NwWAsytBRi","Fai rumore","Che vita meravigliosa","Diodato",2020-02-14,216140,0,spotify:user:gianvitot,2020-02-23T17:01:20Z,"italian adult pop,italian indie pop",0.417,0.626,6,-6.055,1,0.0366,0.218,0,0.0805,0.144,143.358,4
5QpaGzWp0hwB5faV8dkbAz,"5aMmmNxw4vgpc5XC6hK0zp","Wherever You Will Go","Camino Palmero","The Calling",2001,208600,74,spotify:user:gianvitot,2020-02-23T17:02:25Z,"neo mellow,pop rock",0.558,0.719,2,-5.113,1,0.0267,0.0367,0,0.115,0.371,112.027,4
5KHVl8m4ECBouopqWarPn1,"54dqxLAclwu0QSaTwCyCaF","Lontano Dal Tuo Sole","Sognando Contromano","Neffa",2009-06-18,220506,46,spotify:user:gianvitot,2020-02-23T17:03:28Z,"classic italian pop,italian adult pop,italian hip hop,italian indie pop,italian underground hip hop,r&b italiano,rap napoletano",0.54,0.837,4,-4.871,0,0.0483,0.0967,0,0.223,0.828,91.002,4
3S0OXQeoh0w6AY8WQVckRW,"4phGZZrJZRo4ElhRtViYdl","I'm Yours","We Sing. We Dance. We Steal Things.","Jason Mraz",2008-05-01,242186,74,spotify:user:gianvitot,2020-02-23T17:04:06Z,"acoustic pop,neo mellow,pop,pop rock",0.686,0.457,11,-8.322,1,0.0468,0.595,0,0.105,0.718,150.953,4
2Foc5Q5nqNiosCNqttzHof,"4tZwfgrHOc3mvqYlEYSvVi,2RdwBSPQiwcmiDo9kixcl8,3yDIp0kaq9EFKe07X1X2rz","Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit","Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit]","Daft Punk,Pharrell Williams,Nile Rodgers",2013-04-19,248413,81,spotify:user:gianvitot,2020-02-23T17:06:32Z,"electro,filter house,pop rap,disco",0.794,0.811,6,-8.966,0,0.038,0.0426,0.00000107,0.101,0.862,116.047,4
7bBEDtVmP86Zli3NmBV17y,"78inRkIIF0n9R9I2HPoWP7","When Did Your Heart Go Missing?","Calling The World","Rooney",2007-01-01,213333,48,spotify:user:gianvitot,2020-02-23T17:07:04Z,"modern power pop",0.598,0.93,9,-4.014,0,0.0466,0.00176,0,0.0353,0.97,175.795,4
2oVoSgGAlog02WQ2pLCxcT,"7z2avKuuiMAT4XZJFv8Rvh,1Xylc3o4UrD53lo9CvFvVg","Now You're Gone (feat. Zara Larsson)","What a Time To Be Alive","Tom Walker,Zara Larsson",2019-03-01,212141,56,spotify:user:gianvitot,2020-03-08T16:22:08Z,"indie anthem-folk,indie cafe pop,pop,uk pop,dance pop,edm,electropop,pop dance,post-teen pop,scandipop,swedish electropop,swedish pop,tropical house",0.644,0.721,9,-8.495,0,0.431,0.629,0.0000752,0.146,0.233,101.503,4
01LZc2mZVx7C9r5llieTF4,"2ARH58Hit3yC6ziGdhma23,7H8ZC8uHJMPZGLMApRRNIz","Gli Ostacoli Del Cuore","Caterpillar - iTunes Version","Elisa,Ligabue",2007-01-01,269200,22,spotify:user:gianvitot,2020-03-08T16:24:17Z,"italian adult pop,italian pop,italian pop rock",0.511,0.771,4,-5.436,1,0.0385,0.18,0.00000685,0.148,0.456,156.012,4
0azC730Exh71aQlOt9Zj3y,"7CajNmpbOovFoOoasH2HaY,5pKCCKE2ajJHZ9KAiaK11H","This Is What You Came For (feat. Rihanna)","This Is What You Came For (feat. Rihanna)","Calvin Harris,Rihanna",2016-04-29,222160,80,spotify:user:gianvitot,2020-03-08T16:25:07Z,"dance pop,edm,electro house,house,pop,pop dance,progressive house,uk dance,barbadian pop,post-teen pop,r&b,urban contemporary",0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,4
4QlzkaRHtU8gAdwqjWmO8n,"7bu3H8JO7d0UbMoVzbo70s","Friday I'm In Love","Wish","The Cure",1992-01-01,215160,76,spotify:user:gianvitot,2020-03-08T19:20:35Z,"dance rock,new wave,permanent wave,rock",0.526,0.763,0,-12.663,0,0.0341,0.00126,0.0000675,0.359,0.514,136.205,4
1jF7IL57ayN4Ity3jQqGu0,"1KCSPY1glIKqW2TotWuXOR","Try","The Truth About Love","P!nk",2012-09-18,247906,77,spotify:user:gianvitot,2020-03-08T19:31:07Z,"dance pop,pop,post-teen pop",0.673,0.629,2,-7.072,1,0.0299,0.00141,0,0.0944,0.551,103.998,4
6cPahEFyLHxt8tEewgj6Vu,"0V8lCoAW5LzXPQEKouD7P5","I Love You Baby","C'eravamo tanto odiati","Due Di Picche",2010-06-01,257346,23,spotify:user:gianvitot,2020-03-08T19:54:41Z,"italian adult pop",0.599,0.728,7,-6.808,1,0.112,0.0257,0,0.121,0.446,159.962,4
7IWChInnDwkFuyYlvG0qyT,"69t7i3Mlj9Sx8FjbJTktBv","Non è vero mai","Non è vero mai","Alex Britti & Bianca Atzei",2014-03-14,224160,22,spotify:user:gianvitot,2020-03-09T13:02:17Z,"",0.606,0.507,11,-6.562,1,0.0456,0.374,0,0.0847,0.391,140.013,4
26dDFoUBm8PDd7veLrGfxG,"5jcswtptZttxBwWKXbR5k5","Ricomincio da qui","Grovigli","Malika Ayane",2010-02-18,202426,0,spotify:user:gianvitot,2020-03-28T12:37:21Z,"classic italian pop,italian adult pop",0.567,0.497,9,-7.59,1,0.027,0.376,0.0000233,0.129,0.247,127.827,4
3RaNzsJwmXX6IXSvKO3kuX,"2mHrcXHBgPciUOYh3JHISu","Girasoli","Ce lo chiede l'Europa","Dutch Nazari",2018-11-16,181626,28,spotify:user:gianvitot,2020-03-28T12:37:36Z,"italian indie pop",0.7,0.659,0,-6.283,1,0.0387,0.0123,0,0.137,0.481,155.986,4
0gcjc7Vt5xtcfmJgf6g2IO,"3nlHsNqwCSvT988ZfSW1Yh","When You Say Nothing At All","Ronan","Ronan Keating",2000-01-01,256825,76,spotify:user:gianvitot,2020-03-28T12:44:43Z,"dance pop,europop,soft rock",0.461,0.448,7,-10.665,1,0.0246,0.161,0.00000118,0.0811,0.418,173.86,4
2PLi7OmleXPNBrGLon3sUy,"4W48hZAnAHVOC2c8WH8pcq","Sweet Disposition","Conditions","The Temper Trap",2009-08-10,234360,70,spotify:user:gianvitot,2020-03-28T12:45:12Z,"alternative dance,australian indie,indie rock,modern rock",0.542,0.813,2,-6.89,1,0.0429,0.0765,0.252,0.116,0.305,129.09,4
4wtHbIS26FOtpjMkaQQ8Zk,"2ZqXK2gIDbfE7aOvkNObPW","Kiss The Rain","Growing, Pains","Billie Myers",1997-01-01,270160,55,spotify:user:gianvitot,2020-03-28T12:46:35Z,"",0.455,0.682,9,-6.996,1,0.041,0.00142,0.0000496,0.162,0.283,177.997,4
2XU0oxnq2qxCpomAAuJY8K,"2NjfBq1NflQcKSeiDooVjY","Dance Monkey","Dance Monkey (Stripped Back) / Dance Monkey","Tones And I",2019-10-17,209438,88,spotify:user:gianvitot,2020-03-28T12:48:02Z,"australian pop,pop",0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,4
2AEpZqVzhE9w5soqgqDteN,"1X4vfxU2mYZ7ERr9LnJVpg","I Dreamed A Dream - Live","Les Misérables (10th Anniversary Concert Live at Royal Albert Hall)","Ruthie Henshall",1996-01-01,278693,35,spotify:user:gianvitot,2020-03-28T12:50:48Z,"",0.226,0.106,3,-19.133,1,0.0417,0.883,0.000066,0.691,0.0659,72.397,3
1sTsuZTdANkiFd7T34H3nb,"0C0XlULifJtAgn6ZNCW2eu","Human","Day & Age (Bonus Tracks)","The Killers",2008-11-18,245373,75,spotify:user:gianvitot,2020-03-30T14:10:23Z,"modern rock,permanent wave,rock",0.557,0.8,10,-8.477,1,0.0601,0.00132,0.0012,0.0906,0.582,135.47,4
7eJMfftS33KTjuF7lTsMCx,"6bmlMHgSheBauioMgKv2tn,35l9BRT7MXmM8bv2WDQiyB","death bed (coffee for your head)","death bed (coffee for your head)","Powfu,beabadoobee",2020-02-08,173333,89,spotify:user:gianvitot,2020-04-25T10:23:44Z,"sad rap,bedroom pop,bubblegrunge,indie pop",0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,4
1IpYDWB31L1CxDQZztadSi,"0z4gvV4rjIZ9wHck67ucSV","Lonely","Trouble","Akon",2004-01-01,235800,68,spotify:user:gianvitot,2020-04-27T15:52:11Z,"dance pop",0.629,0.532,5,-7.88,0,0.0352,0.331,0,0.238,0.619,90.098,4
2QVIMIcEt0t72cqbafrvxI,"25x6MD0spNNS7z93Sat30K","La notte","Amami","Arisa",2012-02-15,235121,58,spotify:user:gianvitot,2020-05-15T13:47:08Z,"italian adult pop",0.618,0.307,0,-9.38,1,0.034,0.624,0.00000183,0.128,0.124,130.074,4
7fHz9Uo43UPaMCljiz0gs9,"6gTrPTTb3XgiLt7GGcmf8j","Prendimi così","Identikit","Piero Pelù",2013-11-19,320933,34,spotify:user:gianvitot,2020-06-05T20:15:49Z,"italian adult pop",0.6,0.841,6,-4.285,1,0.0403,0.069,0.00000877,0.112,0.747,123.977,4
5kqIPrATaCc2LqxVWzQGbk,"25u4wHJWxCA9vO0CzxAbK7","7 Years","Lukas Graham","Lukas Graham",2016-04-01,237300,81,spotify:user:gianvitot,2020-06-05T20:46:30Z,"danish pop,pop,scandipop",0.765,0.473,10,-5.829,1,0.0514,0.287,0,0.391,0.34,119.992,4
083VTM4yXnNrspPRcVadTm,"26YwzAEW3kihviypkZpOfq","Luglio","Riccardo Del Turco","Riccardo Del Turco",1984,191693,30,spotify:user:gianvitot,2020-07-01T07:26:33Z,"beat italiano,classic italian pop,vintage italian pop",0.544,0.504,11,-11.162,1,0.0319,0.681,0,0.105,0.612,112.656,4
7MJQ9Nfxzh8LPZ9e9u68Fq,"7dGJo4pcD2V6oG8kP0tJRR","Lose Yourself","SHADYXV","Eminem",2014-11-24,320626,71,spotify:user:gianvitot,2020-07-01T07:37:25Z,"detroit hip hop,hip hop,rap",0.689,0.735,2,-4.545,1,0.267,0.00922,0.00072,0.365,0.059,171.403,4
5qaEfEh1AtSdrdrByCP7qR,"53XhwfbYqKCa1cC15pYq2q","Demons","Night Visions","Imagine Dragons",2012-09-04,177506,82,spotify:user:gianvitot,2020-07-23T14:09:48Z,"modern rock,rock",0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,4
5XQOAkz5lpRM6AdLV6v5DH,"1XkoF8ryArs86LZvFOkbyr,11TplWqOPQBTmg2eiSLt1m","Each Tear","TZN -The Best Of Tiziano Ferro","Mary J. Blige,Tiziano Ferro",2014-11-25,257373,20,spotify:user:gianvitot,2020-07-29T08:43:36Z,"dance pop,hip pop,neo soul,r&b,urban contemporary,italian adult pop,italian pop",0.641,0.761,11,-3.487,1,0.0905,0.0361,0,0.188,0.767,92.212,4
1OAh8uOEOvTDqkKFsKksCi,"0QHgL1lAIqAw0HtD7YldmP,5pKCCKE2ajJHZ9KAiaK11H,2EMAnMvWE2eb56ToJVfCWs","Wild Thoughts (feat. Rihanna & Bryson Tiller)","Grateful","DJ Khaled,Rihanna,Bryson Tiller",2017-06-22,204173,75,spotify:user:gianvitot,2020-07-31T11:56:06Z,"dance pop,hip hop,miami hip hop,pop,pop rap,rap,southern hip hop,trap,barbadian pop,pop dance,post-teen pop,r&b,urban contemporary,kentucky hip hop",0.671,0.672,0,-3.094,0,0.0688,0.0329,0,0.118,0.632,97.979,4
11IXRdEjiH0KL8nh4G1j7d,"3C4MmUJYQN9svNdedAR2BK,03GruNQP8X25PCoWzdvIGZ,0YC192cP3KPCRWx8zr8MfZ,3TaTCYiv3QcamWjvRCcz6Q,6djeIA7Gl9v9gvnpRc1eIF","Now We Are Free","Gladiator - Music From The Motion Picture","Lisa Gerrard,Klaus Badelt,Hans Zimmer,Gavin Greenaway,The Lyndhurst Orchestra",2000-01-01,254293,61,spotify:user:gianvitot,2020-08-03T11:27:19Z,"bow pop,ethereal wave,neoclassical darkwave,oceania soundtrack,german soundtrack,scorecore,soundtrack,british soundtrack",0.328,0.219,9,-18.595,1,0.0337,0.579,0.0991,0.104,0.0387,138.022,4
5OylWGHYTnJ6dSwQ6BmAt7,"4CLELYum7I6D2VgyNsW0me","Got None","Robert Post","Robert Post",2005-01-01,238546,28,spotify:user:gianvitot,2020-08-06T10:58:09Z,"norwegian singer-songwriter",0.588,0.682,0,-4.568,1,0.0302,0.17,0,0.166,0.661,122.023,4
6JX4RPTOtGaozmO77GXkGo,"4sQiXz6GYok2zyqMSHG0MX,2av4MrhPDUQLG3py1i0h7L","Ad Occhi Aperti (feat. Tormento)","Contro gli estimatori","Bassi Maestro,Tormento",1996-08-01,251186,27,spotify:user:gianvitot,2020-08-13T15:23:08Z,"italian hip hop,italian underground hip hop",0.836,0.685,11,-5.647,1,0.207,0.332,0,0.384,0.739,92.007,4
